ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City,Full Address,"Lat, Lng",lat,lng
15K447 ,K,2,K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,Junior High-Intermediate-Middle,1,15,15,345 DEAN STREET,NY,11217,Lisa Gioe,718-330-9328,718-330-0944,"06,07,08,SE",BROOKLYN,"345 DEAN STREET,NY","40.6838155, -73.9803098",40.6838155,-73.9803098
15K656 ,K,2,K656,BROOKLYN HIGH SCHOOL OF THE ARTS,High school,1,15,15,345 DEAN STREET,NY,11217,MARGARET LACEY BERMAN,718-855-2412,718-852-8734,"09,10,11,12,SE",BROOKLYN,"345 DEAN STREET,NY","40.6838155, -73.9803098",40.6838155,-73.9803098
13K103 ,K,2,K103,SATELLITE THREE,Junior High-Intermediate-Middle,1,13,13,170 GATES AVENUE,NY,11238,Beatrice Thompson,718-789-5835,718-789-5814,"06,07,08,SE",BROOKLYN,"170 GATES AVENUE,NY","40.684069, -73.9602752965997",40.684069,-73.9602753
13K056 ,K,2,K056,P.S. 056 LEWIS H. LATIMER,Elementary,1,13,13,170 GATES AVENUE,NY,11238,Deborah Clark-Johnson,718-857-3149,718-783-7379,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"170 GATES AVENUE,NY","40.684069, -73.9602752965997",40.684069,-73.9602753
13K553 ,K,2,K553,BROOKLYN ACADEMY HIGH SCHOOL,High school,1,13,13,832 MARCY AVENUE,NY,11216,Elaine Lindsey,718-638-4235,718-638-0051,"10,11,12",BROOKLYN,"832 MARCY AVENUE,NY","40.6846677, -73.9475228",40.6846677,-73.9475228
13K575 ,K,2,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL,High school,1,13,13,832 MARCY AVENUE,NY,11216,DARRYL RASCOE,718-622-4310,718-398-4381,"09,10,11,12",BROOKLYN,"832 MARCY AVENUE,NY","40.6846677, -73.9475228",40.6846677,-73.9475228
15K519 ,K,2,K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,High school,1,15,15,347 BALTIC STREET,NY,11201,Annamaria Mule,718-403-9544,718-403-9553,"09,10,11,12,SE",BROOKLYN,"347 BALTIC STREET,NY","40.6846795, -73.9910292",40.6846795,-73.9910292
15K038 ,K,2,K038,P.S. 038 THE PACIFIC,Elementary,1,15,15,450 PACIFIC STREET,NY,11217,YOLANDA RAMIREZ,718-330-9305,718-802-9542,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"450 PACIFIC STREET,NY","40.68495485, -73.9828249471201",40.68495485,-73.98282495
15K429 ,K,2,K429,BROOKLYN SCHOOL FOR GLOBAL STUDIES,Secondary School,1,15,15,284 BALTIC STREET,NY,11201,Joseph O'Brien,718-694-9741,718-694-9745,"06,07,08,09,10,11,12,SE",BROOKLYN,"284 BALTIC STREET,NY","40.6851554, -73.9936611545665",40.6851554,-73.99366115
15K497 ,K,2,K497,SCHOOL FOR INTERNATIONAL STUDIES,Secondary School,1,15,15,284 BALTIC STREET,NY,11201,Fred Walsh,718-330-9390,718-875-7522,"06,07,08,09,10,11,12,SE",BROOKLYN,"284 BALTIC STREET,NY","40.6851554, -73.9936611545665",40.6851554,-73.99366115
13K595 ,K,2,K595,BEDFORD ACADEMY HIGH SCHOOL,High school,1,13,13,1119 BEDFORD AVENUE,NY,11216,ADOFO MUHAMMAD,718-398-3061,718-636-3819,"09,10,11,12",BROOKLYN,"1119 BEDFORD AVENUE,NY","40.68552125, -73.9540186062838",40.68552125,-73.95401861
16K005 ,K,2,K005,P.S. 005 DR. RONALD MCNAIR,Elementary,1,16,16,820 HANCOCK STREET,NY,11233,LENA GATES,718-574-2333,718-574-3925,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"820 HANCOCK STREET,NY","40.6855458, -73.9226032",40.6855458,-73.9226032
13K011 ,K,2,K011,P.S. 011 PURVIS J. BEHAN,Elementary,1,13,13,419 WAVERLY AVENUE,NY,11238,ALONTA WRIGHTON,718-638-2661,718-622-3028,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"419 WAVERLY AVENUE,NY","40.6855509, -73.9658380076347",40.6855509,-73.96583801
13K301 ,K,2,K301,SATELLITE EAST MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,13,13,344 MONROE STREET,NY,11216,KIM MCPHERSON,718-789-4251,718-789-4823,"06,07,08,SE",BROOKLYN,"344 MONROE STREET,NY","40.68579005, -73.9452713808277",40.68579005,-73.94527138
13K305 ,K,2,K305,P.S. 305 DR. PETER RAY,Elementary,1,13,13,344 MONROE STREET,NY,11216,Dr. Julia Mortley,718-789-3962,718-622-3474,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"344 MONROE STREET,NY","40.68579005, -73.9452713808277",40.68579005,-73.94527138
19K171 ,K,2,K171,I.S. 171 ABRAHAM LINCOLN,Junior High-Intermediate-Middle,1,19,19,528 RIDGEWOOD AVENUE,NY,11208,YOLANDA FUSTANIO,718-647-0111,718-827-5834,"05,06,07,08,SE",BROOKLYN,"528 RIDGEWOOD AVENUE,NY","40.68587145, -73.8694439552785",40.68587145,-73.86944396
28Q690 ,Q,4,Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,High school,1,28,28,116-25 GUY R BREWER BOULEVARD,NY,11434,Diahann E. Malcolm,718-977-4800,718-977-4802,"09,10,11,12,SE",QUEENS,"116-25 GUY R BREWER BOULEVARD,NY","40.68601065, -73.7833897534358",40.68601065,-73.78338975
29Q015 ,Q,4,Q015,P.S. 015 JACKIE ROBINSON,Elementary,1,29,29,121-15 LUCAS STREET,NY,11413,Antonio K'Tori,718-525-1670,718-723-7613,"0K,01,02,03,04,05,SE",QUEENS,"121-15 LUCAS STREET,NY","40.68606245, -73.7565512454648",40.68606245,-73.75655125
13K044 ,K,2,K044,P.S. 044 MARCUS GARVEY,Elementary,1,13,13,432 MONROE STREET,NY,11221,VALERIE TAYLOR,718-834-6939,718-574-8501,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"432 MONROE STREET,NY","40.6861818, -73.9411624961969",40.6861818,-73.9411625
13K499 ,K,2,K499,ACORN COMMUNITY HIGH SCHOOL,High school,1,13,13,561 GRAND AVENUE,NY,11238,Andrea Piper,718-789-2258,718-789-2260,"09,10,11,12,SE",BROOKLYN,"561 GRAND AVENUE,NY","40.686352, -73.9623979",40.686352,-73.9623979
15K530 ,K,2,K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,High school,1,15,15,362 SCHERMERHORN STREET,NY,11217,LENNEL GEORGE,718-222-6200,718-222-6296,"09,10,11,12,SE",BROOKLYN,"362 SCHERMERHORN STREET,NY","40.6864332, -73.9797091",40.6864332,-73.9797091
32K045 ,K,2,K045,P.S. 045 HORACE E. GREENE,Elementary,1,32,32,84 SCHAEFER STREET,NY,11207,Tracey Lott-Davis,718-574-0235,718-574-1043,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"84 SCHAEFER STREET,NY","40.6867018, -73.9103365738563",40.6867018,-73.91033657
15K029 ,K,2,K029,P.S. 029 JOHN M. HARRIGAN,Elementary,1,15,15,425 HENRY STREET,NY,11201,Melanie Raneri Woods,718-330-9277,718-596-1887,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"425 HENRY STREET,NY","40.6868795, -73.9976678398595",40.6868795,-73.99766784
19K065 ,K,2,K065,P.S. 065 - THE LITTLE RED SCHOOL HOUSE,Elementary,1,19,19,696 JAMAICA AVENUE,NY,11208,DAYSI GARCIA,718-235-2223,718-235-2033,"0K,01,02,03,04,05,SE",BROOKLYN,"696 JAMAICA AVENUE,NY","40.68689145, -73.8783755315873",40.68689145,-73.87837553
15K261 ,K,2,K261,P.S. 261 PHILIP LIVINGSTON,Elementary,1,15,15,314 PACIFIC STREET,NY,11201,ZIPPORIAH MILLS,718-330-9275,718-875-9503,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"314 PACIFIC STREET,NY","40.68710525, -73.9881564267561",40.68710525,-73.98815643
75K369 ,K,2,K369,P.S. K369  - COY L. COX SCHOOL,K-12 all grades,1,15,75,383 STATE STREET,NY,11217,RUDY GIULIANI,718-852-1701,718-624-6746,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BROOKLYN,"383 STATE STREET,NY","40.6874348, -73.983551366601",40.6874348,-73.98355137
16K309 ,K,2,K309,P.S. 309 GEORGE E. WIBECAN,Elementary,1,16,16,794 MONROE STREET,NY,11221,EMILY ZUCAL,718-574-2381,718-453-0643,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"794 MONROE STREET,NY","40.68811325, -73.9243747938415",40.68811325,-73.92437479
16K712,,3,K712,Excellence Girls Charter School,K-8,2,16,84,794 MONROE STREET,NY,11221,Celestina De La Garza,718-638-1875,718-228-6670,"0K,01,02",BROOKLYN,"794 MONROE STREET,NY","40.68811325, -73.9243747938415",40.68811325,-73.92437479
28Q160 ,Q,4,Q160,P.S. 160 WALTER FRANCIS BISHOP,Elementary,1,28,28,109-59 INWOOD STREET,NY,11435,JERMAINE GARDEN,718-526-5523,718-526-8191,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"109-59 INWOOD STREET,NY","40.6881603, -73.7996565611793",40.6881603,-73.79965656
16K267 ,K,2,K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",Junior High-Intermediate-Middle,1,16,16,800 GATES AVENUE,NY,11221,PATRICIA KING,718-574-2318,718-574-2320,"06,07,08,SE",BROOKLYN,"800 GATES AVENUE,NY","40.68819, -73.932454",40.68819,-73.932454
84K648,K,2,K648,COLLEGIATE CHARTER SCHOOL,Secondary School,2,16,84,800 GATES AVENUE,NY,11221,Mabel Lajes-Guiteras,718-669-7460,718-669-7771,"05,06,07",BROOKLYN,"800 GATES AVENUE,NY","40.68819, -73.932454",40.68819,-73.932454
84K649,K,2,K649,LA CIMA CHARTER SCHOOL,Early Childhood,2,16,84,800 GATES AVENUE,NY,11221,Andrea Zayas,718-443-2136,718-443-7291,"0K,01,02,03",BROOKLYN,"800 GATES AVENUE,NY","40.68819, -73.932454",40.68819,-73.932454
16K308 ,K,2,K308,P.S. 308 CLARA CARDWELL,K-8,1,16,16,616 QUINCY STREET,NY,11221,RENATA CLEMENT,718-574-2373,718-453-0663,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"616 QUINCY STREET,NY","40.6882742, -73.9354810859176",40.6882742,-73.93548109
84K406,K,3,K406,Teaching Firms of America-Professional Preparatory Charter Sc,Elementary,2,16,84,616 QUINCY STREET,NY,11221,,,,"0K,01,02,03,04,05,SE",BROOKLYN,"616 QUINCY STREET,NY","40.6882742, -73.9354810859176",40.6882742,-73.93548109
16K498 ,K,2,K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,High school,1,16,16,1396 BROADWAY,NY,11221,Michael Prayor,718-919-1256,718-852-4593,"09,10,11,12,SE",BROOKLYN,"1396 BROADWAY,NY","40.6884868, -73.9208061244416",40.6884868,-73.92080612
13K113 ,K,2,K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,Junior High-Intermediate-Middle,1,13,13,300 ADELPHI STREET,NY,11205,Dawnique Daughtry,718-834-6734,718-596-2802,"06,07,08,SE",BROOKLYN,"300 ADELPHI STREET,NY","40.68856045, -73.9714464145278",40.68856045,-73.97144641
13K430 ,K,2,K430,BROOKLYN TECHNICAL HIGH SCHOOL,High school,1,13,13,29 FT GREENE PLACE,NY,11217,RANDY ASHER,718-804-6400,718-260-9245,"09,10,11,12",BROOKLYN,"29 FT GREENE PLACE,NY","40.6887573, -73.9764087734564",40.6887573,-73.97640877
32K296 ,K,2,K296,J.H.S. 296 THE HALSEY,Junior High-Intermediate-Middle,1,32,32,125 COVERT STREET,NY,11207,Maria Barreto,718-574-0288,718-574-1368,"06,07,08,SE",BROOKLYN,"125 COVERT STREET,NY","40.6889134, -73.910331693202",40.6889134,-73.91033169
27Q650 ,Q,4,Q650,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING A",High school,1,27,27,94-06 104TH STREET,NY,11416,Lakeisha Johnson,718-846-6280,718-846-6283,"09,10,11,12,SE",QUEENS,"94-06 104TH STREET,NY","40.68925465, -73.8411508081412",40.68925465,-73.84115081
19K007 ,K,2,K007,P.S. 007 ABRAHAM LINCOLN,Elementary,1,19,19,858 JAMAICA AVENUE,NY,11208,NYDIA ACEVEDO,718-647-3600,718-827-4004,"PK,0K,01,02,03,04,SE",BROOKLYN,"858 JAMAICA AVENUE,NY","40.68932475, -73.8731332857676",40.68932475,-73.87313329
29Q341,Q,4,Q341,Riverton Street Charter School,Elementary,2,29,84,118-34 RIVERTON STREET,NY,11412,Verone Kennedy,718-481-8200,,"0K,01,02,03",QUEENS,"118-34 RIVERTON STREET,NY","40.6893512, -73.7635628530284",40.6893512,-73.76356285
13K670 ,K,2,K670,BENJAMIN BANNEKER ACADEMY,High school,1,13,13,71-77 CLINTON AVENUE,NY,11205,MAJIDA ABDUL KARIM,718-797-3702,718-797-3862,"09,10,11,12,SE",BROOKLYN,"71-77 CLINTON AVENUE,NY","40.689452, -73.9680779",40.689452,-73.9680779
09X132 ,X,2,X132,P.S. 132 GARRET A. MORGAN,Elementary,1,9,9,1245 WASHINGTON AVENUE,NY,10456,ANISSA CHALMERS,718-681-6455,718-681-6466,"0K,01,02,03,04,05,SE",BRONX,"1245 WASHINGTON AVENUE,NY","40.6895803, -73.9661036",40.6895803,-73.9661036
84K731,K,2,K731,BROOKLYN EXCELSIOR CHARTER,K-8,2,16,84,856 QUINCY STREET,NY,11221,Tom Demarco,718-246-5681,718-246-5864,"0K,01,02,03,04,05,06,07,08",BROOKLYN,"856 QUINCY STREET,NY","40.6897222, -73.9252778",40.6897222,-73.9252778
32K384 ,K,2,K384,P.S. /I.S. 384 FRANCES E. CARTER,K-8,1,32,32,242 COOPER STREET,NY,11207,BRUNHILDA PEREZ,718-574-0382,718-574-1364,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"242 COOPER STREET,NY","40.68973305, -73.9050542851908",40.68973305,-73.90505429
15K520 ,K,2,K520,PACIFIC HIGH SCHOOL,High school,1,15,15,112 SCHERMERHORN STREET,NY,11201,Gardy Alabre/Laurie Harrit*,718-855-7155,718-852-3892,"10,11,12",BROOKLYN,"112 SCHERMERHORN STREET,NY","40.6900847, -73.9892577",40.6900847,-73.9892577
15K423,K,3,K423,Brooklyn Frontiers High School,High school,1,15,15,112 SCHERMERHORN STREET,NY,11201,Alona Cohen,718-935-3473,,"09,10,11,12",BROOKLYN,"112 SCHERMERHORN STREET,NY","40.6900847, -73.9892577",40.6900847,-73.9892577
13K256 ,K,2,K256,P.S. 256 BENJAMIN BANNEKER,Elementary,1,13,13,114 KOSCIUSKO STREET,NY,11216,SHARYN HEMPHILL,718-857-9820,718-783-7384,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"114 KOSCIUSKO STREET,NY","40.690709862069, -73.9499039655173",40.69070986,-73.94990397
02M551,M,1,M551,NEW YORK HARBOR SCHOOL,High school,1,2,2,550 SHORT AVENUE,NY,10004,Nathan Dudley,212-458-0800,212-458-0801,"09,10,11,12,SE",NEW YORK,"550 SHORT AVENUE,NY","40.6907346, -74.0206157847002",40.6907346,-74.02061578
13K270 ,K,2,K270,P.S. 270 JOHANN DEKALB,Elementary,1,13,13,241 EMERSON PLACE,NY,11205,MITRA LUTCHMAN,718-622-2443,718-622-3370,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"241 EMERSON PLACE,NY","40.6910224, -73.9609662966653",40.6910224,-73.9609663
84K702,K,2,K702,COMMUNITY PARTNERSHIP CHARTER,K-8,2,13,84,241 EMERSON PLACE,NY,11205,Melaine Bryon,718-399-3824,718-399-2149,"0K,01,02,03,04,05,06,SE",BROOKLYN,"241 EMERSON PLACE,NY","40.6910224, -73.9609662966653",40.6910224,-73.9609663
13K492 ,K,2,K492,URBAN ASSEMBLY ACADEMY OF ARTS AND LETTERS,Junior High-Intermediate-Middle,1,13,13,225 ADELPHI STREET,NY,11205,Allison Gaines Pell,718-222-1605,718-852-6020,"06,07,08,SE",BROOKLYN,"225 ADELPHI STREET,NY","40.6910261, -73.9710989454606",40.6910261,-73.97109895
13K020 ,K,2,K020,P.S. 020 CLINTON HILL,Elementary,1,13,13,225 ADELPHI STREET,NY,11205,L BARBERA,718-834-6744,718-243-0712,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"225 ADELPHI STREET,NY","40.6910261, -73.9710989454606",40.6910261,-73.97109895
32K299 ,K,2,K299,P.S. 299 THOMAS WARREN FIELD,Elementary,1,32,32,88 WOODBINE STREET,NY,11221,WILMA KANOVA KIRK,718-574-0301,718-574-1080,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"88 WOODBINE STREET,NY","40.6910367, -73.9180532",40.6910367,-73.9180532
29Q036 ,Q,4,Q036,P.S. 036 SAINT ALBANS SCHOOL,Elementary,1,29,29,187-01 FOCH BOULEVARD,NY,11412,LYNN STATON,718-528-1862,718-723-6928,"0K,01,02,03,04,05,SE",QUEENS,"187-01 FOCH BOULEVARD,NY","40.6914263, -73.7643611",40.6914263,-73.7643611
16K534 ,K,2,K534,UPPER SCHOOL @ P.S. 25,Junior High-Intermediate-Middle,1,16,16,787 LAFAYETTE AVENUE,NY,11221,WILLIAM COOPER,718-574-6032,718-602-2357,"06,07,08,SE",BROOKLYN,"787 LAFAYETTE AVENUE,NY","40.6914756, -73.9407148054806",40.6914756,-73.94071481
16K025 ,K,2,K025,P.S. 025 EUBIE BLAKE SCHOOL,Elementary,1,16,16,787 LAFAYETTE AVENUE,NY,11221,ANITA COLEY,718-574-2336,718-455-5838,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"787 LAFAYETTE AVENUE,NY","40.6914756, -73.9407148054806",40.6914756,-73.94071481
27Q306 ,Q,4,Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,Early Childhood,1,27,27,95-16 89TH AVENUE,NY,11421,JENNIFER FLANDRO,718-441-2165,718-441-5923,"PK,0K,01,02,03,SE",QUEENS,"95-16 89TH AVENUE,NY","40.6916204, -73.8486528841178",40.6916204,-73.84865288
16K393 ,K,2,K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,Secondary School,1,16,16,1010 LAFAYETTE AVENUE,NY,11221,Elvin Crespo,718-574-2820,718-574-2821,"06,07,08,09,10,11,12,SE",BROOKLYN,"1010 LAFAYETTE AVENUE,NY","40.691635, -73.9316430034781",40.691635,-73.931643
16K026 ,K,2,K026,P.S. 026 JESSE OWENS,Elementary,1,16,16,1010 LAFAYETTE AVENUE,NY,11221,MICHELE ASHLEY,718-919-5707,718-574-2803,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1010 LAFAYETTE AVENUE,NY","40.691635, -73.9316430034781",40.691635,-73.931643
16K385 ,K,2,K385,"SCHOOL OF BUSINESS, FINANCE AND ENTREPRENEURSHIP",Junior High-Intermediate-Middle,1,16,16,125 STUYVESANT AVENUE,NY,11221,GLYN MARRYSHOW,718-602-3271,718-602-3274,"06,07,08,SE",BROOKLYN,"125 STUYVESANT AVENUE,NY","40.6917087, -73.9332614",40.6917087,-73.9332614
16K057 ,K,2,K057,J.H.S. 057 WHITELAW REID,Junior High-Intermediate-Middle,1,16,16,125 STUYVESANT AVENUE,NY,11221,CELESTE DOUGLAS,718-574-2357,718-453-0577,"06,07,08,SE",BROOKLYN,"125 STUYVESANT AVENUE,NY","40.6917087, -73.9332614",40.6917087,-73.9332614
16K688 ,K,2,K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,High school,1,16,16,125 STUYVESANT AVENUE,NY,11221,Kavita Gupta,718-574-3126,718-574-3681,"09,10,SE",BROOKLYN,"125 STUYVESANT AVENUE,NY","40.6917087, -73.9332614",40.6917087,-73.9332614
24Q239 ,Q,4,Q239,P.S. 239,Elementary,1,24,24,17-15 WEIRFIELD STREET,NY,11385,ROBIN CONNOLLY,718-381-4009,718-381-0592,"PK,0K,01,02,03,04,05,SE",QUEENS,"17-15 WEIRFIELD STREET,NY","40.69193, -73.9102979",40.69193,-73.9102979
13K412 ,K,2,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, A",High school,1,13,13,300 WILLOUGHBY AVENUE,NY,11205,James O'Brien,718-230-5748,718-230-3050,"09,10,11,12,SE",BROOKLYN,"300 WILLOUGHBY AVENUE,NY","40.6925521, -73.9583387",40.6925521,-73.9583387
13K596 ,K,2,K596,KNOWLEDGE AND POWER PREPARATORY ACADEMY VII MIDDLE,Junior High-Intermediate-Middle,1,13,13,300 WILLOUGHBY AVENUE,NY,11205,Beatrice Thompson,718-230-3273,718-230-0173,"06,07,08,SE",BROOKLYN,"300 WILLOUGHBY AVENUE,NY","40.6925521, -73.9583387",40.6925521,-73.9583387
13K616 ,K,2,K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,High school,1,13,13,300 WILLOUGHBY AVENUE,NY,11205,GEORGIA KOURIAMPALIS,718-638-3062,718-638-3404,"09,10,11,12,SE",BROOKLYN,"300 WILLOUGHBY AVENUE,NY","40.6925521, -73.9583387",40.6925521,-73.9583387
28Q048 ,Q,4,Q048,P.S. 048 WILLIAM WORDSWORTH,Elementary,1,28,28,155-02 108TH AVENUE,NY,11433,Patricia M. Mitchell,718-739-4463,718-297-0087,"PK,0K,01,02,03,04,05,SE",QUEENS,"155-02 108TH AVENUE,NY","40.6929846, -73.7995245",40.6929846,-73.7995245
19K420 ,K,2,K420,FRANKLIN K. LANE HIGH SCHOOL,High school,1,19,19,999 JAMAICA AVENUE,NY,11208,MARLON BYNUM,718-647-2100,718-235-4877,"09,10,11,12,SE",BROOKLYN,"999 JAMAICA AVENUE,NY","40.6930081, -73.8690751582902",40.6930081,-73.86907516
19K583 ,K,2,K583,MULTICULTURAL HIGH SCHOOL,High school,1,19,19,999 JAMAICA AVENUE,NY,11208,ALTAGRACIA LICIAGA,718-827-2796,718-827-3970,"09,10,11,12",BROOKLYN,"999 JAMAICA AVENUE,NY","40.6930081, -73.8690751582902",40.6930081,-73.86907516
19K618 ,K,2,K618,ACADEMY OF INNOVATIVE TECHNOLOGY,High school,1,19,19,999 JAMAICA AVENUE,NY,11208,CYNTHIA FOWLKES,718-827-2469,718-827-4013,"09,10,11,SE",BROOKLYN,"999 JAMAICA AVENUE,NY","40.6930081, -73.8690751582902",40.6930081,-73.86907516
19K639 ,K,2,K639,BROOKLYN LAB SCHOOL,High school,1,19,19,999 JAMAICA AVENUE,NY,11208,CHARLES SIMIC,718-235-3592,718-235-4028,"09,10,11,12,SE",BROOKLYN,"999 JAMAICA AVENUE,NY","40.6930081, -73.8690751582902",40.6930081,-73.86907516
19K659 ,K,2,K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,High school,1,19,19,999 JAMAICA AVENUE,NY,11208,Alex Maysonet,718-647-1672,718-647-6719,"09,10,11,12,SE",BROOKLYN,"999 JAMAICA AVENUE,NY","40.6930081, -73.8690751582902",40.6930081,-73.86907516
16K081 ,K,2,K081,P.S. 081 THADDEUS STEVENS,Elementary,1,16,16,990 DEKALB AVENUE,NY,11221,CHERYL AULT- BAKER,718-574-2365,718-919-9872,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"990 DEKALB AVENUE,NY","40.6931304516129, -73.9353658064516",40.69313045,-73.93536581
32K075 ,K,2,K075,P.S. 075 MAYDA CORTIELLA,Elementary,1,32,32,95 GROVE STREET,NY,11221,Christopher Tricarico,718-574-0244,718-574-1051,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"95 GROVE STREET,NY","40.6931645, -73.9211426057298",40.6931645,-73.92114261
32K151 ,K,2,K151,P.S. 151 LYNDON B. JOHNSON,Elementary,1,32,32,763 KNICKERBOCKER AVENUE,NY,11207,Maria Anaya,718-821-4800,718-821-0166,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"763 KNICKERBOCKER AVENUE,NY","40.6933246, -73.908228",40.6933246,-73.908228
27Q273,Q,4,Q273,P.S. 273,Elementary,1,27,27,88-07 102ND STREET,NY,11418,Brenda Ward,718-286-8300,TBD,"PK,0K,01,SE",QUEENS,"88-07 102ND STREET,NY","40.693615, -73.8443453450772",40.693615,-73.84434535
32K106 ,K,2,K106,P.S. 106 EDWARD EVERETT HALE,Elementary,1,32,32,1328 PUTNAM AVENUE,NY,11221,ROBERT FLORES,718-574-0261,718-574-1054,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"1328 PUTNAM AVENUE,NY","40.69367215, -73.9126830815271",40.69367215,-73.91268308
32K793,K,3,K793,Bushwick Ascend Charter School,K-12 all grades,2,32,84,751 KNICKERBOCKER AVENUE,NY,11221,Delianna Burrows,718-240-9162,718-484-0498,"0K,01,02",BROOKLYN,"751 KNICKERBOCKER AVENUE,NY","40.6937007, -73.9089851",40.6937007,-73.9089851
32K377 ,K,2,K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,K-8,1,32,32,200 WOODBINE STREET,NY,11221,DOMINIC ZAGAMI,718-574-0325,718-574-1082,"PK,0K,01,02,03,04,05,06,07,08,SE",BROOKLYN,"200 WOODBINE STREET,NY","40.6937556, -73.9149400363009",40.6937556,-73.91494004
16K627 ,K,2,K627,BRIGHTER CHOICE COMMUNITY SCHOOL,Elementary,1,16,16,280 HART STREET,NY,11206,Fabayo McIntosh,718-574-2378,718-443-0639,"PK,0K,01,02,03,04,SE",BROOKLYN,"280 HART STREET,NY","40.69375945, -73.9407363959808",40.69375945,-73.9407364
16K636 ,K,2,K636,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORAT,Elementary,1,16,16,280 HART STREET,NY,11206,DANIKA LACROIX,718-453-4081,718-453-7847,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"280 HART STREET,NY","40.69375945, -73.9407363959808",40.69375945,-73.9407364
75R721 ,R,5,R721,THE RICHARD H. HUNGERFORD SCHOOL,Secondary School,1,31,75,155 TOMPKINS AVENUE,NY,10304,MARY MCINERNEY,718-273-8622,718-727-6994,"06,07,08,09,10,11,12,SE",STATEN ISLAND,"155 TOMPKINS AVENUE,NY","40.69402335, -73.9458224019837",40.69402335,-73.9458224
28Q040 ,Q,4,Q040,P.S. 040 SAMUEL HUNTINGTON,Elementary,1,28,28,109-20 UNION HALL STREET,NY,11433,ALISON BRANKER,718-526-1906,718-526-1209,"PK,0K,01,02,03,04,05,06,SE",QUEENS,"109-20 UNION HALL STREET,NY","40.6940547, -73.7907951",40.6940547,-73.7907951
84K701,K,2,K701,BROOKLYN CHARTER SCHOOL,Elementary,2,14,84,545 WILLOUGHBY AVENUE,NY,11206,Omigbade Escayg,718-302-2085,718-302-2426,"0K,01,02,03,04,05",BROOKLYN,"545 WILLOUGHBY AVENUE,NY","40.6944143, -73.9474711929884",40.6944143,-73.94747119
14K023 ,K,2,K023,P.S. 023 CARTER C. WOODSON,Elementary,1,14,14,545 WILLOUGHBY AVENUE,NY,11206,SHARON MEADE,718-387-0375,718-302-2312,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"545 WILLOUGHBY AVENUE,NY","40.6944143, -73.9474711929884",40.6944143,-73.94747119
13K046 ,K,2,K046,P.S. 046 EDWARD C. BLUM,Elementary,1,13,13,100 CLERMONT AVENUE,NY,11205,KARYN NICHOLSON,718-834-7694,718-243-0726,"PK,0K,01,02,03,04,05,SE",BROOKLYN,"100 CLERMONT AVENUE,NY","40.6945922, -73.9716585636269",40.6945922,-73.97165856
